id,type,name,classification
10000000,region,Region I (Ilocos Region),
12800000,province,Ilocos Norte,
12801000,municipality,Adams,
12801001,barangay,Adams (Pob.),rural
12802000,municipality,Bacarra,
12802001,barangay,Bani,rural
12802002,barangay,Buyon,rural
12802003,barangay,Cabaruan,rural
12802004,barangay,Cabulalaan,rural
12802005,barangay,Cabusligan,rural
12802006,barangay,Cadaratan,rural
12802007,barangay,Calioet-Libong,rural
12802008,barangay,Casilian,rural
12802009,barangay,Corocor,rural
12802011,barangay,Duripes,rural
12802012,barangay,Ganagan,rural
12802013,barangay,Libtong,rural
12802014,barangay,Macupit,rural
12802015,barangay,Nambaran,rural
12802016,barangay,Natba,rural
12802017,barangay,Paninaan,rural
12802018,barangay,Pasiocan,rural
12802019,barangay,Pasngal,rural
12802020,barangay,Pipias,rural
12802021,barangay,Pulangi,rural
12802022,barangay,Pungto,rural
12802024,barangay,San Agustin I (Pob.),rural
12802025,barangay,San Agustin II (Pob.),rural
12802027,barangay,San Andres I (Pob.),rural
12802028,barangay,San Andres II (Pob.),rural
12802030,barangay,San Gabriel I (Pob.),rural
12802031,barangay,San Gabriel II (Pob.),rural
12802033,barangay,San Pedro I (Pob.),rural
12802034,barangay,San Pedro II (Pob.),rural
12802036,barangay,San Roque I (Pob.),rural
12802037,barangay,San Roque II (Pob.),rural
12802039,barangay,San Simon I (Pob.),rural
12802040,barangay,San Simon II (Pob.),rural
12802041,barangay,San Vicente (Pob.),rural
12802042,barangay,Sangil,rural
12802044,barangay,Santa Filomena I (Pob.),rural
12802045,barangay,Santa Filomena II (Pob.),rural
12802046,barangay,Santa Rita (Pob.),urban
12802047,barangay,Santo Cristo I (Pob.),rural
12802048,barangay,Santo Cristo II (Pob.),rural
12802050,barangay,Tambidao,rural
12802051,barangay,Teppang,rural
12802052,barangay,Tubburan,rural
12803000,municipality,Badoc,
12803001,barangay,Alay-Nangbabaan (Alay 15-B),rural
12803002,barangay,Alogoog,urban
12803003,barangay,Ar-arusip,rural
12803004,barangay,Aring,rural
12803005,barangay,Balbaldez,rural
12803006,barangay,Bato,rural
12803007,barangay,Camanga,rural
12803008,barangay,Canaan (Pob.),rural
12803009,barangay,Caraitan,rural
12803011,barangay,Gabut Norte,rural
12803012,barangay,Gabut Sur,rural
12803013,barangay,Garreta (Pob.),urban
12803016,barangay,Labut,rural
12803017,barangay,Lacuben,rural
12803018,barangay,Lubigan,rural
12803020,barangay,Mabusag Norte,rural
12803021,barangay,Mabusag Sur,rural
12803022,barangay,Madupayas,rural
12803023,barangay,Morong,rural
12803025,barangay,Nagrebcan,rural
12803026,barangay,Napu,rural
12803027,barangay,La Virgen Milagrosa (Paguetpet),rural
12803028,barangay,Pagsanahan Norte,rural
12803029,barangay,Pagsanahan Sur,rural
12803030,barangay,Paltit,rural
12803031,barangay,Parang,rural
12803032,barangay,Pasuc,rural
12803034,barangay,Santa Cruz Norte,rural
12803035,barangay,Santa Cruz Sur,rural
12803036,barangay,Saud,rural
12803037,barangay,Turod,rural
12804000,municipality,Bangui,
12804001,barangay,Abaca,rural
12804002,barangay,Bacsil,rural
12804003,barangay,Banban,rural
12804004,barangay,Baruyen,rural
12804005,barangay,Dadaor,rural
12804006,barangay,Lanao,urban
12804007,barangay,Malasin,rural
12804008,barangay,Manayon,rural
12804009,barangay,Masikil,rural
12804010,barangay,Nagbalagan,rural
12804011,barangay,Payac,rural
12804012,barangay,San Lorenzo (Pob.),urban
12804014,barangay,Taguiporo,rural
12804015,barangay,Utol,rural
12805000,municipality,City Of Batac,
12805001,barangay,Aglipay (Pob.),rural
12805002,barangay,Baay,urban
12805003,barangay,Baligat,rural
12805004,barangay,Bungon,rural
12805005,barangay,Baoa East,rural
12805006,barangay,Baoa West,rural
12805007,barangay,Barani (Pob.),rural
12805009,barangay,Ben-agan (Pob.),rural
12805010,barangay,Bil-loca,rural
12805011,barangay,Biningan,rural
12805012,barangay,Callaguip (Pob.),rural
12805013,barangay,Camandingan,rural
12805014,barangay,Camguidan,rural
12805015,barangay,Cangrunaan (Pob.),rural
12805016,barangay,Capacuan,rural
12805017,barangay,Caunayan (Pob.),rural
12805018,barangay,Valdez Pob. (Caoayan),urban
12805019,barangay,Colo,rural
12805020,barangay,Pimentel (Cubol),rural
12805021,barangay,Dariwdiw,rural
12805022,barangay,Acosta Pob. (Iloilo),rural
12805023,barangay,Ablan Pob. (Labucao),rural
12805024,barangay,Lacub (Pob.),rural
12805025,barangay,Mabaleng,rural
12805026,barangay,Magnuang,rural
12805027,barangay,Maipalig,rural
12805028,barangay,Nagbacalan,rural
12805029,barangay,Naguirangan,rural
12805030,barangay,Ricarte Pob. (Nalasin),urban
12805031,barangay,Palongpong,rural
12805032,barangay,Palpalicong (Pob.),rural
12805033,barangay,Parangopong,rural
12805034,barangay,Payao,rural
12805035,barangay,Quiling Norte,rural
12805036,barangay,Quiling Sur,rural
12805037,barangay,Quiom,rural
12805038,barangay,Rayuray,rural
12805039,barangay,San Julian (Pob.),rural
12805040,barangay,San Mateo,rural
12805041,barangay,San Pedro,rural
12805042,barangay,Suabit (Pob.),rural
12805043,barangay,Sumader,rural
12805044,barangay,Tabug,rural
12806000,municipality,Burgos,
12806001,barangay,Ablan Sarat,rural
12806002,barangay,Agaga,rural
12806005,barangay,Bayog,rural
12806006,barangay,Bobon,rural
12806007,barangay,Buduan (Malituek),rural
12806008,barangay,Nagsurot,rural
12806009,barangay,Paayas,rural
12806010,barangay,Pagali,rural
12806011,barangay,Poblacion,urban
12806013,barangay,Saoit,rural
12806014,barangay,Tanap,rural
12807000,municipality,Carasi,
12807001,barangay,Angset,rural
12807003,barangay,Barbaqueso (Pob.),rural
12807004,barangay,Virbira,rural
12808000,municipality,Currimao,
12808001,barangay,Anggapang Norte,rural
12808002,barangay,Anggapang Sur,rural
12808003,barangay,Bimmanga,rural
12808004,barangay,Cabuusan,rural
12808005,barangay,Comcomloong,rural
12808006,barangay,Gaang,rural
12808007,barangay,Lang-ayan-Baramban,rural
12808008,barangay,Lioes,rural
12808009,barangay,Maglaoi Centro,rural
12808010,barangay,Maglaoi Norte,rural
12808011,barangay,Maglaoi Sur,rural
12808013,barangay,Paguludan-Salindeg,rural
12808014,barangay,Pangil,rural
12808015,barangay,Pias Norte,rural
12808016,barangay,Pias Sur,rural
12808017,barangay,Poblacion I,urban
12808018,barangay,Poblacion II,rural
12808019,barangay,Salugan,rural
12808020,barangay,San Simeon,rural
12808021,barangay,Santa Cruz,rural
12808022,barangay,Tapao-Tigue,rural
12808023,barangay,Torre,rural
12808024,barangay,Victoria,rural
12809000,municipality,Dingras,
12809001,barangay,Albano (Pob.),urban
12809002,barangay,Bacsil,rural
12809003,barangay,Bagut,rural
12809004,barangay,Parado (Bangay),rural
12809005,barangay,Baresbes,rural
12809006,barangay,Barong,rural
12809007,barangay,Bungcag,rural
12809009,barangay,Cali,rural
12809010,barangay,Capasan,rural
12809011,barangay,Dancel (Pob.),rural
12809012,barangay,Foz,rural
12809013,barangay,Guerrero (Pob.),rural
12809014,barangay,Lanas,rural
12809015,barangay,Lumbad,rural
12809016,barangay,Madamba (Pob.),urban
12809017,barangay,Mandaloque,rural
12809018,barangay,Medina,rural
12809019,barangay,Ver (Naglayaan),rural
12809020,barangay,San Marcelino (Padong),rural
12809021,barangay,Puruganan (Pob.),rural
12809022,barangay,Peralta (Pob.),rural
12809023,barangay,Root (Baldias),rural
12809024,barangay,Sagpatan,rural
12809025,barangay,Saludares,rural
12809026,barangay,San Esteban,rural
12809027,barangay,Espiritu,rural
12809028,barangay,Sulquiano (Sidiran),rural
12809029,barangay,San Francisco (Surrate),rural
12809030,barangay,Suyo,rural
12809031,barangay,San Marcos,rural
12809032,barangay,Elizabeth,rural
12810000,municipality,Dumalneg,
12810001,barangay,Dumalneg,urban
12810002,barangay,San Isidro,rural
12811000,municipality,Banna (Espiritu),
12811001,barangay,Balioeg,rural
12811002,barangay,Bangsar,rural
12811003,barangay,Barbarangay,rural
12811004,barangay,Bomitog,rural
12811005,barangay,Bugasi,rural
12811006,barangay,Caestebanan,rural
12811008,barangay,Caribquib,rural
12811009,barangay,Catagtaguen,rural
12811011,barangay,Crispina,rural
12811012,barangay,Hilario (Pob.),rural
12811013,barangay,Imelda,rural
12811014,barangay,Lorenzo (Pob.),rural
12811015,barangay,Macayepyep,rural
12811016,barangay,Marcos (Pob.),urban
12811017,barangay,Nagpatayan,rural
12811018,barangay,Valdez,rural
12811019,barangay,Sinamar,rural
12811020,barangay,Tabtabagan,rural
12811021,barangay,Valenciano (Pob.),urban
12811022,barangay,Binacag,rural
12812000,municipality,Laoag City (Capital),
12812001,barangay,"Bgy. No. 42, Apaya",rural
12812002,barangay,"Bgy. No. 36, Araniw",rural
12812003,barangay,"Bgy. No. 56-A, Bacsil North",rural
12812004,barangay,"Bgy. No. 56-B, Bacsil South",rural
12812005,barangay,"Bgy. No. 41, Balacad",rural
12812006,barangay,"Bgy. No. 40, Balatong",rural
12812007,barangay,"Bgy. No. 55-A, Barit-Pandan",rural
12812008,barangay,"Bgy. No. 47, Bengcag",rural
12812009,barangay,"Bgy. No. 50, Buttong",rural
12812010,barangay,"Bgy. No. 60-A, Caaoacan",rural
12812011,barangay,"Bry. No. 48-A, Cabungaan North",rural
12812012,barangay,"Bgy. No. 48-B, Cabungaan South",rural
12812013,barangay,"Bgy. No. 37, Calayab",rural
12812014,barangay,"Bgy. No. 54-B, Camangaan",rural
12812015,barangay,"Bgy. No. 58, Casili",rural
12812016,barangay,"Bgy. No. 61, Cataban",rural
12812017,barangay,"Bgy. No. 43, Cavit",rural
12812019,barangay,"Bgy. No. 49-A, Darayday",rural
12812020,barangay,"Bgy. No. 59-B, Dibua North",rural
12812021,barangay,"Bgy. No. 59-A, Dibua South",rural
12812022,barangay,"Bgy. No. 34-B, Gabu Norte East",rural
12812023,barangay,"Bgy. No. 34-A, Gabu Norte West",rural
12812024,barangay,"Bgy. No. 35, Gabu Sur",rural
12812026,barangay,Bgy. No. 32-C La Paz East,rural
12812027,barangay,"Bgy. No. 33-B, La Paz Proper",rural
12812028,barangay,"Bgy. No. 32-B, La Paz West",rural
12812029,barangay,"Bgy. No. 54-A, Lagui-Sail",rural
12812030,barangay,"Bgy. No. 32-A, La Paz East",rural
12812031,barangay,"Bgy. No. 33-A, La Paz Proper",rural
12812032,barangay,"Bgy. No. 52-B, Lataag",rural
12812033,barangay,"Bgy. No. 60-B, Madiladig",rural
12812034,barangay,"Bgy. No. 38-A, Mangato East",rural
12812035,barangay,"Bgy. No. 38-B, Mangato West",rural
12812036,barangay,"Bgy. No. 62-A, Navotas North",rural
12812037,barangay,"Bgy. No. 62-B, Navotas South",rural
12812038,barangay,"Bgy. No. 46, Nalbo",urban
12812039,barangay,"Bgy. No. 51-A, Nangalisan East",rural
12812040,barangay,"Bgy. No. 51-B, Nangalisan West",rural
12812041,barangay,"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",urban
12812042,barangay,"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",urban
12812043,barangay,"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",urban
12812044,barangay,"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",urban
12812045,barangay,"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",urban
12812046,barangay,"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",urban
12812047,barangay,"Bgy. No. 57, Pila",rural
12812048,barangay,"Bgy. No. 49-B, Raraburan",rural
12812049,barangay,"Bgy. No. 53, Rioeng",rural
12812050,barangay,"Bgy. No. 55-B, Salet-Bulangon",urban
12812053,barangay,"Bgy. No. 6, San Agustin (Pob.)",urban
12812054,barangay,"Bgy. No. 22, San Andres (Pob.)",urban
12812055,barangay,"Bgy. No. 28, San Bernardo (Pob.)",urban
12812056,barangay,"Bgy. No. 17, San Francisco (Pob.)",urban
12812057,barangay,"Bgy. No. 4, San Guillermo (Pob.)",urban
12812058,barangay,"Bgy. No. 15, San Guillermo (Pob.)",urban
12812059,barangay,"Bgy. No. 12, San Isidro (Pob.)",urban
12812060,barangay,"Bgy. No. 16, San Jacinto (Pob.)",urban
12812061,barangay,"Bgy. No. 10, San Jose (Pob.)",urban
12812062,barangay,"Bgy. No. 1, San Lorenzo (Pob.)",urban
12812063,barangay,"Bgy. No. 26, San Marcelino (Pob.)",urban
12812064,barangay,"Bgy. No. 52-A, San Mateo",rural
12812065,barangay,"Bgy. No. 23, San Matias (Pob.)",urban
12812066,barangay,"Bgy. No. 20, San Miguel (Pob.)",urban
12812067,barangay,"Bgy. No. 21, San Pedro (Pob.)",urban
12812068,barangay,"Bgy. No. 5, San Pedro (Pob.)",urban
12812069,barangay,"Bry. No. 18, San Quirino (Pob.)",urban
12812070,barangay,"Bgy. No. 8, San Vicente (Pob.)",urban
12812071,barangay,"Bgy. No. 9, Santa Angela (Pob.)",urban
12812072,barangay,"Bgy. No. 11, Santa Balbina (Pob.)",urban
12812073,barangay,"Bgy. No. 25, Santa Cayetana (Pob.)",urban
12812074,barangay,"Bgy. No. 2, Santa Joaquina (Pob.)",urban
12812075,barangay,"Bgy. No. 19, Santa Marcela (Pob.)",urban
12812076,barangay,"Bgy. No. 30-B, Santa Maria",rural
12812077,barangay,"Bgy. No. 39, Santa Rosa",rural
12812078,barangay,"Bgy. No. 14, Santo Tomas (Pob.)",urban
12812079,barangay,"Bgy. No. 29, Santo Tomas (Pob.)",urban
12812080,barangay,"Bgy. No. 30-A, Suyo",rural
12812081,barangay,"Bgy. No. 31, Talingaan",rural
12812082,barangay,"Bgy. No. 45, Tangid",rural
12812083,barangay,"Bgy. No. 55-C, Vira",rural
12812084,barangay,"Bgy. No. 44, Zamboanga",rural
12813000,municipality,Marcos,
12813001,barangay,Pacifico (Agunit),rural
12813003,barangay,Imelda (Capariaan),rural
12813004,barangay,Elizabeth (Culao),rural
12813005,barangay,Daquioag,rural
12813006,barangay,Escoda,rural
12813007,barangay,Ferdinand,rural
12813008,barangay,Fortuna,rural
12813009,barangay,Lydia (Pob.),urban
12813010,barangay,Mabuti,rural
12813011,barangay,Valdez (Biding),rural
12813012,barangay,Tabucbuc (Ragas),rural
12813013,barangay,Santiago,rural
12813014,barangay,Cacafean,rural
12814000,municipality,Nueva Era,
12814001,barangay,Acnam,rural
12814002,barangay,Barangobong,rural
12814003,barangay,Barikir,rural
12814004,barangay,Bugayong,rural
12814005,barangay,Cabittauran,rural
12814006,barangay,Caray,rural
12814007,barangay,Garnaden,rural
12814008,barangay,Naguillan (Pagpag-ong),rural
12814009,barangay,Poblacion,rural
12814010,barangay,Santo Niño,rural
12814011,barangay,Uguis,rural
12815000,municipality,Pagudpud,
12815001,barangay,Aggasi,rural
12815003,barangay,Baduang,rural
12815004,barangay,Balaoi,rural
12815005,barangay,Burayoc,rural
12815006,barangay,Caunayan,rural
12815007,barangay,Dampig,rural
12815008,barangay,Ligaya,rural
12815010,barangay,Pancian,rural
12815011,barangay,Pasaleng,rural
12815012,barangay,Poblacion 1,urban
12815013,barangay,Poblacion 2,rural
12815014,barangay,Saguigui,rural
12815015,barangay,Saud,rural
12815016,barangay,Subec,rural
12815017,barangay,Tarrag,rural
12815018,barangay,Caparispisan,rural
12816000,municipality,Paoay,
12816001,barangay,Bacsil,rural
12816002,barangay,Cabagoan,rural
12816003,barangay,Cabangaran,rural
12816004,barangay,Callaguip,rural
12816005,barangay,Cayubog,rural
12816006,barangay,Dolores,rural
12816007,barangay,Laoa,rural
12816008,barangay,Masintoc,rural
12816009,barangay,Monte,rural
12816010,barangay,Mumulaan,rural
12816011,barangay,Nagbacalan,rural
12816012,barangay,Nalasin,rural
12816013,barangay,Nanguyudan,rural
12816014,barangay,Oaig-Upay-Abulao,rural
12816015,barangay,Pambaran,rural
12816016,barangay,Pannaratan (Pob.),rural
12816017,barangay,Paratong,urban
12816018,barangay,Pasil,rural
12816019,barangay,Salbang (Pob.),rural
12816020,barangay,San Agustin,rural
12816021,barangay,San Blas (Pob.),rural
12816022,barangay,San Juan,rural
12816025,barangay,San Pedro,rural
12816028,barangay,San Roque (Pob.),rural
12816029,barangay,Sangladan Pob. (Nalbuan),rural
12816030,barangay,Santa Rita (Pob.),rural
12816031,barangay,Sideg,rural
12816032,barangay,Suba,rural
12816033,barangay,Sungadan,rural
12816034,barangay,Surgui,rural
12816035,barangay,Veronica,urban
12817000,municipality,Pasuquin,
12817001,barangay,Batuli,rural
12817002,barangay,Binsang,rural
12817003,barangay,Nalvo (Cababaan-Nalvo),rural
12817004,barangay,Caruan,rural
12817005,barangay,Carusikis,rural
12817006,barangay,Carusipan,rural
12817007,barangay,Dadaeman,rural
12817008,barangay,Darupidip,rural
12817009,barangay,Davila,rural
12817010,barangay,Dilanis,rural
12817011,barangay,Dilavo,rural
12817012,barangay,Estancia,rural
12817014,barangay,Naglicuan,rural
12817015,barangay,Nagsanga,rural
12817016,barangay,Ngabangab,rural
12817017,barangay,Pangil,rural
12817018,barangay,Poblacion 1,urban
12817019,barangay,Poblacion 2,urban
12817020,barangay,Poblacion 3,rural
12817021,barangay,Poblacion 4,rural
12817022,barangay,Pragata (Pragata-Bungro),rural
12817023,barangay,Puyupuyan,rural
12817024,barangay,Sulongan,rural
12817025,barangay,Salpad,rural
12817026,barangay,San Juan,rural
12817027,barangay,Santa Catalina,rural
12817028,barangay,Santa Matilde,rural
12817029,barangay,Sapat,rural
12817030,barangay,Sulbec,rural
12817031,barangay,Surong,rural
12817032,barangay,Susugaen,rural
12817033,barangay,Tabungao,rural
12817034,barangay,Tadao,rural
12818000,municipality,Piddig,
12818001,barangay,Ab-abut,rural
12818002,barangay,Abucay,rural
12818003,barangay,Anao (Pob.),urban
12818004,barangay,Arua-ay,rural
12818005,barangay,Bimmanga,rural
12818006,barangay,Boyboy,rural
12818007,barangay,Cabaroan (Pob.),rural
12818008,barangay,Calambeg,rural
12818009,barangay,Callusa,rural
12818010,barangay,Dupitac,rural
12818011,barangay,Estancia,rural
12818012,barangay,Gayamat,rural
12818013,barangay,Lagandit,rural
12818014,barangay,Libnaoan,rural
12818015,barangay,Loing (Pob.),rural
12818016,barangay,Maab-abaca,rural
12818017,barangay,Mangitayag,rural
12818018,barangay,Maruaya,rural
12818019,barangay,San Antonio,rural
12818020,barangay,Santa Maria,rural
12818021,barangay,Sucsuquen,rural
12818022,barangay,Tangaoan,rural
12818023,barangay,Tonoton,rural
12819000,municipality,Pinili,
12819001,barangay,Aglipay,rural
12819002,barangay,Apatut-Lubong,rural
12819003,barangay,Badio,rural
12819004,barangay,Barbar,rural
12819005,barangay,Buanga,rural
12819006,barangay,Bulbulala,rural
12819007,barangay,Bungro,rural
12819008,barangay,Cabaroan,rural
12819009,barangay,Capangdanan,rural
12819010,barangay,Dalayap,rural
12819011,barangay,Darat,rural
12819012,barangay,Gulpeng,rural
12819013,barangay,Liliputen,rural
12819014,barangay,Lumbaan-Bicbica,rural
12819015,barangay,Nagtrigoan,rural
12819016,barangay,Pagdilao (Pob.),urban
12819017,barangay,Pugaoan,rural
12819018,barangay,Puritac,rural
12819019,barangay,Sacritan,rural
12819020,barangay,Salanap,rural
12819021,barangay,Santo Tomas,rural
12819022,barangay,Tartarabang,rural
12819023,barangay,Puzol,rural
12819024,barangay,Upon,rural
12819025,barangay,Valbuena (Pob.),rural
12820000,municipality,San Nicolas,
12820001,barangay,San Francisco (Pob.),urban
12820002,barangay,San Ildefonso (Pob.),urban
12820003,barangay,San Agustin,rural
12820004,barangay,San Baltazar (Pob.),urban
12820005,barangay,San Bartolome (Pob.),urban
12820006,barangay,San Cayetano (Pob.),urban
12820007,barangay,San Eugenio (Pob.),urban
12820008,barangay,San Fernando (Pob.),urban
12820009,barangay,San Gregorio (Pob.),urban
12820010,barangay,San Guillermo,rural
12820011,barangay,San Jose (Pob.),urban
12820012,barangay,San Juan Bautista (Pob.),urban
12820013,barangay,San Lorenzo,rural
12820014,barangay,San Lucas (Pob.),urban
12820015,barangay,San Marcos (Payas),rural
12820016,barangay,San Miguel (Pob.),urban
12820017,barangay,San Pablo,rural
12820018,barangay,San Paulo (Pob.),urban
12820019,barangay,San Pedro (Bingao),rural
12820020,barangay,San Rufino (Pob.),urban
12820021,barangay,San Silvestre (Pob.),urban
12820022,barangay,Santa Asuncion (Samac),rural
12820023,barangay,Santa Cecilia (Barabar),rural
12820024,barangay,Santa Monica (Nagrebcan),rural
12821000,municipality,Sarrat,
12821001,barangay,San Agustin (Pob.),rural
12821002,barangay,San Andres,rural
12821003,barangay,San Antonio,rural
12821004,barangay,San Bernabe,rural
12821005,barangay,San Cristobal,rural
12821006,barangay,San Felipe,rural
12821007,barangay,San Francisco (Pob.),rural
12821008,barangay,San Isidro,rural
12821009,barangay,San Joaquin (Pob.),rural
12821010,barangay,San Jose,rural
12821011,barangay,San Juan,rural
12821012,barangay,San Leandro (Pob.),rural
12821014,barangay,San Lorenzo,rural
12821015,barangay,San Manuel,rural
12821016,barangay,San Marcos,rural
12821017,barangay,San Nicolas,rural
12821018,barangay,San Pedro,rural
12821019,barangay,San Roque,rural
12821020,barangay,San Vicente (Pob.),urban
12821021,barangay,Santa Barbara (Pob.),rural
12821022,barangay,Santa Magdalena,rural
12821023,barangay,Santa Rosa,rural
12821024,barangay,Santo Santiago,rural
12821025,barangay,Santo Tomas,rural
12822000,municipality,Solsona,
12822001,barangay,Aguitap,rural
12822002,barangay,Bagbag,rural
12822003,barangay,Bagbago,rural
12822004,barangay,Barcelona,rural
12822005,barangay,Bubuos,rural
12822006,barangay,Capurictan,rural
12822007,barangay,Catangraran,rural
12822008,barangay,Darasdas,rural
12822009,barangay,Juan (Pob.),urban
12822010,barangay,Laureta (Pob.),urban
12822011,barangay,Lipay,rural
12822012,barangay,Maananteng,rural
12822013,barangay,Manalpac,rural
12822014,barangay,Mariquet,rural
12822015,barangay,Nagpatpatan,rural
12822016,barangay,Nalasin,rural
12822017,barangay,Puttao,rural
12822018,barangay,San Juan,rural
12822019,barangay,San Julian,rural
12822020,barangay,Santa Ana,rural
12822021,barangay,Santiago,rural
12822022,barangay,Talugtog,rural
12823000,municipality,Vintar,
12823001,barangay,Abkir,rural
12823003,barangay,Alsem,rural
12823005,barangay,Bago,rural
12823010,barangay,Bulbulala,rural
12823011,barangay,Cabangaran,rural
12823012,barangay,Cabayo,rural
12823013,barangay,Cabisocolan,rural
12823014,barangay,Canaam,rural
12823015,barangay,Columbia,rural
12823016,barangay,Dagupan,rural
12823017,barangay,Pedro F. Alviar (Diaton),rural
12823019,barangay,Dipilat,rural
12823022,barangay,Esperanza,rural
12823023,barangay,Ester,rural
12823024,barangay,Isic Isic,rural
12823027,barangay,Lubnac,rural
12823028,barangay,Mabanbanag,rural
12823030,barangay,Alejo Malasig,rural
12823031,barangay,Manarang,rural
12823033,barangay,Margaay,rural
12823035,barangay,Namoroc,rural
12823038,barangay,Malampa (Peninaan-Malampa),rural
12823039,barangay,Parparoroc,rural
12823040,barangay,Parut,rural
12823047,barangay,Salsalamagui,rural
12823049,barangay,San Jose (Lipay),rural
12823050,barangay,San Nicolas (Pob.),urban
12823051,barangay,San Pedro (Pob.),rural
12823052,barangay,San Ramon (Pob.),urban
12823053,barangay,San Roque (Pob.),rural
12823054,barangay,Santa Maria (Pob.),rural
12823056,barangay,Tamdagan,rural
12823058,barangay,Visaya,rural
12900000,province,Ilocos Sur,
12901000,municipality,Alilem,
12901001,barangay,Alilem Daya (Pob.),urban
12901002,barangay,Amilongan,rural
12901003,barangay,Anaao,rural
12901004,barangay,Apang,rural
12901005,barangay,Apaya,rural
12901006,barangay,Batbato,rural
12901010,barangay,Daddaay,rural
12901011,barangay,Dalawa,rural
12901013,barangay,Kiat,rural
12902000,municipality,Banayoyo,
12902001,barangay,Bagbagotot,rural
12902002,barangay,Banbanaal,rural
12902004,barangay,Bisangol,rural
12902005,barangay,Cadanglaan,rural
12902006,barangay,Casilagan Norte,rural
12902007,barangay,Casilagan Sur,rural
12902008,barangay,Elefante,rural
12902009,barangay,Guardia,rural
12902010,barangay,Lintic,rural
12902011,barangay,Lopez,rural
12902012,barangay,Montero,rural
12902013,barangay,Naguimba,rural
12902014,barangay,Pila,rural
12902015,barangay,Poblacion,rural
12903000,municipality,Bantay,
12903001,barangay,Aggay,rural
12903002,barangay,An-annam,rural
12903003,barangay,Balaleng,rural
12903004,barangay,Banaoang,rural
12903005,barangay,Bulag,urban
12903006,barangay,Buquig,rural
12903007,barangay,Cabalanggan,rural
12903008,barangay,Cabaroan,rural
12903009,barangay,Cabusligan,rural
12903010,barangay,Capangdanan,rural
12903011,barangay,Guimod,rural
12903012,barangay,Lingsat,rural
12903013,barangay,Malingeb,rural
12903014,barangay,Mira,rural
12903015,barangay,Naguiddayan,rural
12903016,barangay,Ora,rural
12903017,barangay,Paing,rural
12903018,barangay,Puspus,rural
12903019,barangay,Quimmarayan,rural
12903020,barangay,Sagneb,rural
12903021,barangay,Sagpat,rural
12903022,barangay,San Mariano (Sallacong),rural
12903023,barangay,San Isidro,rural
12903024,barangay,San Julian,rural
12903026,barangay,Sinabaan,rural
12903027,barangay,Taguiporo,rural
12903028,barangay,Taleb,rural
12903029,barangay,Tay-ac,rural
12903030,barangay,Barangay 1 (Pob.),rural
12903031,barangay,Barangay 2 (Pob.),rural
12903032,barangay,Barangay 3 (Pob.),rural
12903033,barangay,Barangay 4 (Pob.),rural
12903034,barangay,Barangay 5 (Pob.),urban
12903035,barangay,Barangay 6 (Pob.),rural
12904000,municipality,Burgos,
12904001,barangay,Ambugat,rural
12904002,barangay,Balugang,rural
12904003,barangay,Bangbangar,rural
12904005,barangay,Bessang,rural
12904006,barangay,Cabcaburao,rural
12904007,barangay,Cadacad,rural
12904008,barangay,Callitong,rural
12904009,barangay,Dayanki,rural
12904010,barangay,Lesseb,rural
12904011,barangay,Lubing,rural
12904012,barangay,Lucaban,rural
12904013,barangay,Luna,urban
12904014,barangay,Macaoayan,rural
12904015,barangay,Mambug,rural
12904016,barangay,Manaboc,rural
12904017,barangay,Mapanit,rural
12904018,barangay,Poblacion Sur (Masingit),rural
12904019,barangay,Nagpanaoan,rural
12904020,barangay,Dirdirig (Dirdirig-Paday),rural
12904022,barangay,Paduros,rural
12904023,barangay,Patac,rural
12904024,barangay,Poblacion Norte (Bato),urban
12904026,barangay,Sabangan Pinggan,rural
12904027,barangay,Subadi Norte,rural
12904028,barangay,Subadi Sur,rural
12904029,barangay,Taliao,rural
12905000,municipality,Cabugao,
12905001,barangay,Alinaay,rural
12905002,barangay,Aragan,rural
12905003,barangay,Arnap,rural
12905004,barangay,Baclig (Pob.),rural
12905005,barangay,Bato,rural
12905006,barangay,Bonifacio (Pob.),urban
12905007,barangay,Bungro,rural
12905008,barangay,Cacadiran,rural
12905009,barangay,Caellayan,rural
12905010,barangay,Carusipan,rural
12905011,barangay,Catucdaan,rural
12905012,barangay,Cuancabal,rural
12905013,barangay,Cuantacla,rural
12905014,barangay,Daclapan,rural
12905015,barangay,Dardarat,rural
12905016,barangay,Lipit,rural
12905017,barangay,Maradodon,rural
12905018,barangay,Margaay,rural
12905019,barangay,Nagsantaan,rural
12905020,barangay,Nagsincaoan,rural
12905021,barangay,Namruangan,rural
12905022,barangay,Pila,rural
12905023,barangay,Pug-os,rural
12905024,barangay,Quezon (Pob.),rural
12905025,barangay,Reppaac,rural
12905026,barangay,Rizal (Pob.),urban
12905027,barangay,Sabang,rural
12905028,barangay,Sagayaden,rural
12905029,barangay,Salapasap,urban
12905030,barangay,Salomague,rural
12905031,barangay,Sisim,rural
12905032,barangay,Turod,rural
12905033,barangay,Turod-Patac,rural
12906000,municipality,City Of Candon,
12906001,barangay,Allangigan Primero,rural
